custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,id
38,housemaid,married,basic.9y,no,yes,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,9990
40,admin.,divorced,high.school,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,9991
53,self-employed,married,university.degree,no,no,yes,cellular,may,NA,3,6,1,success,-1.8,92.893,-46.2,1.27,5099.1,0.2,3,9992
34,technician,married,high.school,no,yes,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,9993
41,entrepreneur,married,basic.9y,no,no,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,9994
43,blue-collar,married,unknown,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,9995
35,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,9996
42,entrepreneur,married,NA,unknown,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,9997
32,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9998
38,blue-collar,single,NA,unknown,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,2,9999
36,services,married,high.school,no,no,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,4,10000
33,services,divorced,NA,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,10001
31,technician,single,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10002
21,services,single,basic.9y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,10003
48,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,0,10004
NA,technician,married,professional.course,no,yes,no,cellular,oct,tue,1,999,1,failure,-3.4,92.431,-26.9,0.737,5017.5,999,4,10005
NA,admin.,single,university.degree,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,999,0,10006
NA,admin.,divorced,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,10007
35,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10008
64,admin.,married,university.degree,no,no,yes,cellular,dec,thu,3,999,0,nonexistent,-3,92.713,-33,0.72,5023.5,999,0,10009
30,services,single,university.degree,no,yes,no,telephone,sep,NA,1,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,999,0,10010
NA,management,married,university.degree,no,yes,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,10011
35,self-employed,married,NA,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,10012
55,technician,married,professional.course,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10013
37,admin.,single,high.school,no,yes,yes,cellular,jul,thu,4,999,2,failure,-1.7,94.215,-40.3,0.782,4991.6,999,6,10014
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1,6,1,success,-1.8,92.893,-46.2,1.281,5099.1,0.2,0,10015
51,unemployed,married,NA,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,10016
NA,services,single,NA,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,10017
NA,blue-collar,divorced,basic.4y,no,yes,yes,telephone,jun,fri,18,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,10018
23,technician,single,NA,no,unknown,unknown,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,10019
30,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,10020
48,housemaid,married,NA,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,10021
29,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,10022
NA,admin.,single,university.degree,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,10023
47,admin.,married,high.school,unknown,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,10024
35,management,married,basic.9y,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10025
31,admin.,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,10026
39,technician,married,basic.6y,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,999,0,10027
41,blue-collar,married,NA,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,10028
33,technician,single,university.degree,no,yes,yes,cellular,nov,NA,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,10029
NA,blue-collar,married,high.school,no,yes,yes,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,10030
NA,services,married,NA,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10031
36,admin.,married,NA,no,yes,yes,cellular,may,thu,1,6,2,success,-1.8,93.876,-40,0.699,5008.7,0.2,6,10032
30,technician,married,professional.course,no,no,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,10033
54,retired,married,NA,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,10034
43,unknown,married,NA,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,10035
48,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,10036
NA,admin.,married,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,10037
NA,blue-collar,married,NA,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,10038
31,technician,single,NA,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,10039
NA,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,0,10040
30,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,10041
NA,student,single,NA,no,no,no,telephone,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,10042
41,services,married,unknown,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,10043
NA,housemaid,married,basic.4y,unknown,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,10044
33,admin.,married,university.degree,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7,999,0,10045
24,student,single,high.school,no,no,no,cellular,jun,wed,2,14,2,success,-1.7,94.055,-39.8,0.739,4991.6,0.4666666667,2,10046
NA,technician,single,high.school,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,3,10047
NA,retired,married,basic.6y,unknown,yes,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,10048
36,technician,married,professional.course,no,yes,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,10049
28,services,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,10050
31,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,0,10051
49,management,married,university.degree,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,10052
39,services,single,high.school,unknown,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,10053
45,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,10054
NA,services,married,high.school,no,yes,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,10055
27,admin.,single,university.degree,no,yes,no,cellular,mar,tue,1,999,1,failure,-1.8,93.369,-34.8,0.635,5008.7,999,2,10056
NA,blue-collar,married,NA,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,10057
NA,admin.,married,NA,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,10058
38,admin.,married,high.school,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,10059
36,admin.,married,NA,no,no,no,cellular,nov,NA,2,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,999,0,10060
29,admin.,single,NA,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,10061
31,technician,married,professional.course,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,10062
NA,services,divorced,NA,unknown,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,10063
27,technician,single,NA,no,yes,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10064
52,retired,married,basic.9y,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,10065
54,blue-collar,married,high.school,unknown,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,10066
31,technician,married,university.degree,no,yes,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,10067
42,technician,married,high.school,no,no,no,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,999,6,10068
NA,housemaid,married,NA,no,no,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,999,3,10069
45,services,married,basic.9y,unknown,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,10070
48,entrepreneur,married,NA,unknown,no,no,cellular,may,NA,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,10071
NA,admin.,married,high.school,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,0,10072
28,admin.,married,high.school,no,unknown,unknown,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10073
NA,services,married,high.school,no,no,no,cellular,aug,NA,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,10074
55,technician,single,professional.course,no,yes,yes,telephone,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,10075
29,blue-collar,single,high.school,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10076
45,admin.,married,high.school,unknown,no,yes,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,10077
25,unemployed,single,professional.course,no,no,yes,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999,0,10078
51,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10079
59,housemaid,married,NA,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,10080
31,services,divorced,high.school,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,10081
36,services,single,NA,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10082
54,technician,married,basic.9y,no,no,no,telephone,jun,NA,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,10083
49,technician,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,10084
NA,technician,single,professional.course,no,yes,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,10085
NA,services,single,unknown,no,no,yes,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,999,0,10086
43,services,divorced,high.school,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,10087
NA,entrepreneur,married,university.degree,no,no,no,cellular,aug,NA,7,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,10088
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,999,3,10089
50,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,10090
NA,admin.,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,10091
NA,technician,single,high.school,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,999,0,10092
NA,unemployed,married,basic.4y,unknown,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,10093
NA,admin.,divorced,high.school,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,10094
41,blue-collar,married,NA,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,10095
34,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,10096
NA,blue-collar,married,NA,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,10097
NA,services,single,unknown,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,10098
48,admin.,divorced,university.degree,no,yes,no,telephone,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,10099
42,technician,married,professional.course,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,10100
57,services,married,high.school,no,yes,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,10101
59,admin.,married,NA,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,999,0,10102
54,retired,divorced,basic.4y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,10103
54,services,married,NA,no,yes,no,cellular,aug,NA,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,10104
NA,admin.,single,university.degree,no,no,no,cellular,mar,wed,1,5,1,success,-1.8,93.369,-34.8,0.634,5008.7,0.1666666667,2,10105
40,technician,married,university.degree,no,yes,no,telephone,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,10106
NA,technician,single,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,10107
40,technician,single,NA,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,10108
NA,technician,married,NA,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,0,10109
NA,services,divorced,high.school,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,10110
59,retired,married,professional.course,no,yes,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,10111
NA,admin.,single,NA,no,no,no,telephone,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,10112
NA,technician,married,high.school,no,yes,no,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,10113
NA,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,10114
NA,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999,0,10115
NA,housemaid,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,10116
50,admin.,married,basic.9y,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,10117
58,admin.,married,NA,no,yes,no,telephone,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,10118
43,services,single,high.school,unknown,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,10119
58,management,married,university.degree,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,10120
32,services,married,basic.9y,no,yes,no,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,10121
NA,admin.,divorced,NA,no,no,no,cellular,nov,tue,2,6,3,success,-3.4,92.649,-30.1,0.716,5017.5,0.2,6,10122
28,admin.,single,university.degree,no,yes,yes,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,999,0,10123
42,self-employed,married,university.degree,unknown,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,10124
60,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,6,2,success,-1.7,94.215,-40.3,0.861,4991.6,0.2,4,10125
57,technician,married,high.school,no,yes,yes,cellular,aug,wed,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0.1333333333,3,10126
30,services,married,high.school,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,10127
38,blue-collar,married,NA,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0,10128
NA,retired,married,basic.9y,unknown,yes,no,telephone,jun,NA,20,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,10129
36,management,married,university.degree,no,yes,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,10130
58,retired,divorced,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,10131
33,technician,married,professional.course,no,no,yes,cellular,apr,NA,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0,10132
31,housemaid,married,NA,no,no,no,cellular,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,10133
37,admin.,single,NA,no,no,yes,cellular,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,10134
32,admin.,single,university.degree,no,unknown,unknown,telephone,nov,mon,3,7,1,success,-3.4,92.649,-30.1,0.722,5017.5,0.2333333333,0,10135
49,services,married,high.school,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,10136
36,admin.,married,university.degree,no,no,yes,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999,0,10137
47,services,married,basic.6y,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,10138
34,technician,divorced,professional.course,no,no,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,10139
38,admin.,single,NA,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,10140
38,admin.,divorced,professional.course,no,no,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,999,0,10141
44,admin.,divorced,high.school,no,yes,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,10142
29,admin.,single,university.degree,no,no,no,telephone,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,10143
30,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,1,10144
39,technician,married,professional.course,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,10145
NA,services,divorced,basic.9y,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999,0,10146
51,technician,married,NA,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,10147
NA,admin.,married,basic.6y,no,no,no,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,10148
32,admin.,single,university.degree,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,4,10149
35,admin.,married,university.degree,no,yes,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,10150
29,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,10151
46,entrepreneur,married,unknown,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,10152
27,technician,single,NA,no,no,yes,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999,0,10153
50,housemaid,married,basic.4y,no,no,yes,cellular,jul,NA,1,4,1,success,-1.7,94.215,-40.3,0.896,4991.6,0.1333333333,3,10154
41,entrepreneur,married,university.degree,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,-1.7,94.055,-39.8,0.732,4991.6,999,0,10155
34,technician,married,professional.course,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,10156
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,10157
NA,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,10158
38,admin.,married,basic.9y,no,no,yes,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,10159
30,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,10160
29,technician,single,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,10161
55,housemaid,married,NA,unknown,yes,no,cellular,may,fri,8,999,2,failure,-1.8,92.893,-46.2,1.25,5099.1,999,4,10162
48,unemployed,married,university.degree,no,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,10163
41,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,10164
30,management,married,NA,no,no,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,10165
20,student,single,high.school,no,no,no,cellular,aug,fri,2,999,1,failure,-2.9,92.201,-31.4,0.869,5076.2,999,3,10166
